Unique ID	Name	Color	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Traits	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	LL Legal
Fp6nwdwf88LdLLcTJcFHr	Blow for a Blow	Red	1	2	4	2				Generic, Action, Attack		Go again						"When this is played, if you have less {h} than an opposing hero, it gets **go again**.

When this hits, deal 1 damage to any target."	Generic Action - Attack	False	True	True	True	True
KtQQggkn6LkFz7dGHNLWj	Blue Fin Harpoon	Blue	3	2	4	3				Pirate, Ranger, Action, Arrow, Attack		Go Fish						**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's blue, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.	Pirate Ranger Action - Arrow Attack	False	True	True	False	True
8TbK6kFJcDtRjqwNzBbmp	Blue Sea Tricorn					1				Pirate, Equipment, Head		Blade Break	Action	Go again				"**Action** - {r}{r}{r}, destroy this: Draw a card. **Go again**

**Blade Break**"	Pirate Equipment - Head	False	True	True	True	True
RHPQfjcCgDTBLmWrNKGbR	Blunten	Yellow	2			2				Warrior, Block								When this defends a weapon attack, the attacking hero discards a card.	Warrior Block	False	True	True	False	True
rmgJwFTgdKNFc8LcPKbJJ	Bluster Buff	Red	1	1	6	3				Generic, Action, Attack								When this attacks, it gets -1{p} unless you pay {r}.	Generic Action - Attack	False	True	True	False	True
nGCNDPFfPdhBFqBQBPWwk	Board the Ship	Red	1	2	6	3				Pirate, Necromancer, Action, Attack		Overpower						When this attacks, you may {t} an ally you control. If you do, this gets **overpower**.	Pirate Necromancer Action - Attack	False	True	True	False	True
LmKFmh8JznLWB8mTjmRcC	Boast	Blue	3			3				Guardian, Block							Clash	This gets +X{d} while defending, where X is twice the number of **clashes** you've won this turn.	Guardian Block	False	True	True	False	True
CdFkL9pbDdFj8DKnRHHGn	Bolfar, Bear Hands						20	4		Guardian, Hero, Pit-Fighter			Action	Go again			Crush	"You can't equip weapons.

**Action** - {r}{r}{r}, {t}: The next attack action card with **crush** you play this turn may attack an additional hero. **Go again**"	Guardian Hero - Pit-Fighter	False	False	False	False	False
qh6Ww9QDjpGFfHG8gJgb7	Bolt of Courage	Red	1	0	3	3				Light, Warrior, Action, Attack		Charge					Charge	"As an additional cost to play Bolt of Courage, you may **charge** your hero's soul.

If you've **charged** this turn, Bolt of Courage gains ""If this hits, draw a card."""	Light Warrior Action - Attack	False	True	True	True	True
JhtJmJPBBhtrnzgBNBngL	Bolt of Courage	Yellow	2	0	2	3				Light, Warrior, Action, Attack		Charge					Charge	"As an additional cost to play Bolt of Courage, you may **charge** your hero's soul.

If you've **charged** this turn, Bolt of Courage gains ""If this hits, draw a card."""	Light Warrior Action - Attack	False	True	True	True	True
8H9zn9bBbkGfwbDrRjCRQ	Bolt of Courage	Blue	3	0	1	3				Light, Warrior, Action, Attack		Charge					Charge	"As an additional cost to play Bolt of Courage, you may **charge** your hero's soul.

If you've **charged** this turn, Bolt of Courage gains ""If this hits, draw a card."""	Light Warrior Action - Attack	False	True	True	True	True
dMgNNhpNmBbDpjQHKC8j7	Bolt'n Boots					1				Ranger, Equipment, Legs		Battleworn	Attack Reaction		Go again			"**Attack Reaction** - {r}, destroy this: Target arrow attack with {p} greater than its base gets **go again**.

**Battleworn**"	Ranger Equipment - Legs	False	True	True	True	True
qrRLQz7cjpKL6dGrjnbDp	Bolt'n' Shot	Red	1	0	4	3				Ranger, Action, Arrow, Attack		Go again, Reload						"If Bolt'n' Shot's {p} is greater than its base {p}, it has **go again** and ""If this hits, **reload.**"""	Ranger Action - Arrow Attack	False	True	True	False	True
rD7Jt7QKft9cPBKgjmTNq	Bolt'n' Shot	Yellow	2	0	3	3				Ranger, Action, Arrow, Attack		Go again, Reload						"If Bolt'n' Shot's {p} is greater than its base {p}, it has **go again** and ""If this hits, **reload.**"""	Ranger Action - Arrow Attack	False	True	True	False	True
fCNzFrbKLkdgtrnMdp7D8	Bolt'n' Shot	Blue	3	0	2	3				Ranger, Action, Arrow, Attack		Go again, Reload						"If Bolt'n' Shot's {p} is greater than its base {p}, it has **go again** and ""If this hits, **reload.**"""	Ranger Action - Arrow Attack	False	True	True	False	True
76KHBFmKK6NdFdc7zcmHk	Bolting Blade	Yellow	2	4	7	3				Light, Warrior, Action, Attack							Charge	Bolting Blade costs {r}{r} less to play for each time you've **charged** this turn.	Light Warrior Action - Attack	False	True	True	False	True
Fmf8trg9w8B8BBbWrf8w9	Boltyn						20	4		Light, Warrior, Hero, Young			Attack Reaction		Go again		Charge	"If you've **charged** this turn, your attacks get +1{p} while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with {p} greater than its base {p} gains **go again**."	Light Warrior Hero - Young	False	True	False	True	False
wJtCpBD9Hd8TzNRghPzFM	Bonds of Agony	Blue	3	0	1	3				Assassin, Action, Attack		Stealth						"**Stealth**

If you've played or activated 3 or more attack reactions this chain link, this gets +3{p} and ""When this hits a hero, look at their hand and choose a card. Search their hand, deck, and graveyard and banish up to 3 cards with the same name as the chosen card. They shuffle."""	Assassin Action - Attack	False	True	True	False	True
RMH9HdzcjCWdzLR7qwgbm	Bonds of Ancestry	Red	1	2	4	3				Ninja, Action, Attack		Combo, Go again					Combo	"**Combo** - If a card with Gustwave in its name was the last attack this combat chain, this costs {r}{r} less to play, and has **go again** and ""When this attacks, you may banish a card with **combo** from your graveyard. If you do, search your deck for a card with the same name, banish it, then shuffle. You may play it this combat chain."""	Ninja Action - Attack	False	True	True	False	True
dPTR67DTztNrb8wdFHnGW	Bonds of Ancestry	Yellow	2	2	3	3				Ninja, Action, Attack		Combo, Go again					Combo	"**Combo** - If a card with Gustwave in its name was the last attack this combat chain, this costs {r}{r} less to play, and has **go again** and ""When this attacks, you may banish a card with **combo** from your graveyard. If you do, search your deck for a card with the same name, banish it, then shuffle. You may play it this combat chain."""	Ninja Action - Attack	False	True	True	False	True
jrHMpbmnF6Hh97PffFzG8	Bonds of Ancestry	Blue	3	2	2	3				Ninja, Action, Attack		Combo, Go again					Combo	"**Combo** - If a card with Gustwave in its name was the last attack this combat chain, this costs {r}{r} less to play, and has **go again** and ""When this attacks, you may banish a card with **combo** from your graveyard. If you do, search your deck for a card with the same name, banish it, then shuffle. You may play it this combat chain."""	Ninja Action - Attack	False	True	True	False	True
dTftJfGFgDFTcPdkFKQGC	Bonds of Attraction	Red	1	0	3	3				Assassin, Action, Attack		Stealth						"**Stealth**

When this hits a hero, banish the top card of their deck, then banish a card from their graveyard.

Whenever this banishes a card and this has banished another card with the same color, gain 1{h}."	Assassin Action - Attack	False	True	True	False	True
ffNt7P8KbGTzB8NBf9jD8	Bonds of Attraction	Yellow	2	0	2	3				Assassin, Action, Attack		Stealth						"**Stealth**

When this hits a hero, banish the top card of their deck, then banish a card from their graveyard.

Whenever this banishes a card and this has banished another card with the same color, gain 1{h}."	Assassin Action - Attack	False	True	True	False	True
dBcbb7TPrWTwm9q8Mff9L	Bonds of Attraction	Blue	3	0	1	3				Assassin, Action, Attack		Stealth						"**Stealth**

When this hits a hero, banish the top card of their deck, then banish a card from their graveyard.

Whenever this banishes a card and this has banished another card with the same color, gain 1{h}."	Assassin Action - Attack	False	True	True	False	True
bndJRd9j7KdFrzkwKngmJ	Bonds of Memory	Red	1	0	3	3				Assassin, Action, Attack		Stealth						"**Stealth**

When this hits a hero, banish the top card of their deck, then banish a card from their graveyard.

Whenever this banishes a card and this has banished another card with the same name, gain 1{h}."	Assassin Action - Attack	False	True	True	True	True
PpqRhHJBbdPQQCCDg6kQQ	Bonds of Memory	Yellow	2	0	2	3				Assassin, Action, Attack		Stealth						"**Stealth**

When this hits a hero, banish the top card of their deck, then banish a card from their graveyard.

Whenever this banishes a card and this has banished another card with the same name, gain 1{h}."	Assassin Action - Attack	False	True	True	True	True
RGd9j6fF9Nn8NFB9B6pfN	Bonds of Memory	Blue	3	0	1	3				Assassin, Action, Attack		Stealth						"**Stealth**

When this hits a hero, banish the top card of their deck, then banish a card from their graveyard.

Whenever this banishes a card and this has banished another card with the same name, gain 1{h}."	Assassin Action - Attack	False	True	True	True	True
LCbjKjHJJd8JJDNWrd6CC	Bone Basher				4					Brute, Weapon, Club, 2H			Attack					**Once per Turn Action** - {r}{r}: **Attack**	Brute Weapon - Club (2H)	False	True	True	True	True
FtpGCGDBMdRPgcbb7MTdM	Bone Head Barrier	Yellow	2	1						Brute, Instant								Roll a 6 sided die. Prevent the next X damage that would be dealt to your hero this turn, where X is the number rolled.	Brute Instant	False	True	True	False	True
wzmJ9hckLQFhDgbbJntzz	Bone Puppetry					2				Necromancer, Equipment, Arms		Blade Break						"When this defends, you may return an ally from your graveyard to the arena. If you do, at the beginning of the end phase, destroy it and discard your hand.

**Blade Break**"	Necromancer Equipment - Arms	False	True	True	False	True
96FgPdNpKj7CpbmtgGCjR	Bone Vizier					1				Brute, Equipment, Head		Blade Break						"When Bone Vizier is destroyed, reveal the top card of your deck. If it has 6 or more {p}, put it on top of your deck. Otherwise, put it on the bottom.

**Blade Break**"	Brute Equipment - Head	False	True	True	True	True
NdJfHMk8nMjh67drcwMK7	Bonebreaker Bellow	Red	1	1		3				Brute, Action		Beat Chest, Go again					Beat Chest	"**Beat Chest**

Your next Brute attack this turn gains +3{p}. If you've **beaten chest** this turn, instead it gains +5{p}.

**Go again**"	Brute Action	False	True	True	True	True
TDLFjnMHgTRGkfnwrFkLh	Bonebreaker Bellow	Yellow	2	1		3				Brute, Action		Beat Chest, Go again					Beat Chest	"**Beat Chest**

Your next Brute attack this turn gains +2{p}. If you've **beaten chest** this turn, instead it gains +4{p}.

**Go again**"	Brute Action	False	True	True	True	True
RjcPtRpbKCD9THck8w7Nw	Bonebreaker Bellow	Blue	3	1		3				Brute, Action		Beat Chest, Go again					Beat Chest	"**Beat Chest**

Your next Brute attack this turn gains +1{p}. If you've **beaten chest** this turn, instead it gains +3{p}.

**Go again**"	Brute Action	False	True	True	True	True
wmTPDLtBjwhmbKqqJmgCm	Boneyard Marauder	Red	1	1	6	3				Shadow, Brute, Action, Attack		Blood Debt						"As an additional cost to play Boneyard Marauder, banish 3 random cards from your graveyard.

**Blood Debt**"	Shadow Brute Action - Attack	False	True	True	True	True
ffTGRRhMJmDGQQK9WPw6t	Boneyard Marauder	Yellow	2	1	5	3				Shadow, Brute, Action, Attack		Blood Debt						"As an additional cost to play Boneyard Marauder, banish 3 random cards from your graveyard.

**Blood Debt**"	Shadow Brute Action - Attack	False	True	True	True	True
cW9DC9PbTtg8nqwr7JcLD	Boneyard Marauder	Blue	3	1	4	3				Shadow, Brute, Action, Attack		Blood Debt						"As an additional cost to play Boneyard Marauder, banish 3 random cards from your graveyard.

**Blood Debt**"	Shadow Brute Action - Attack	False	True	True	True	True
8gGBjzcNg9D9fnFQRpMqz	Boo, Resident Spook	Yellow	2	1	2	2				Pirate, Necromancer, Action, Ally		Spellvoid 2, Watery Grave	Action	Attack				"**Action** - {t}: **Attack**

If this is untapped, it gets **spellvoid 2**.

**Watery Grave**"	Pirate Necromancer Action - Ally	False	True	True	False	True
GqcFmmwLcNfhh7pztGLgt	Boom Grenade	Red	1	0						Mechanologist, Action, Item		Crank						"**Crank**

This enters the arena with a steam counter. At the start of your turn, destroy this unless you remove a steam counter from it.

When a Mechanologist attack action card you control hits a hero, destroy this and deal 4 damage to them."	Mechanologist Action - Item	False	True	True	True	True
bCBGzFbQJnMCpTdwRWfK8	Boom Grenade	Yellow	2	0						Mechanologist, Action, Item		Crank						"**Crank**

This enters the arena with a steam counter. At the start of your turn, destroy this unless you remove a steam counter from it.

When a Mechanologist attack action card you control hits a hero, destroy this and deal 3 damage to them."	Mechanologist Action - Item	False	True	True	True	True
CKmN6WtD9mjNbMHwdbKMp	Boom Grenade	Blue	3	0						Mechanologist, Action, Item		Crank						"**Crank**

This enters the arena with a steam counter. At the start of your turn, destroy this unless you remove a steam counter from it.

When a Mechanologist attack action card you control hits a hero, destroy this and deal 2 damage to them."	Mechanologist Action - Item	False	True	True	True	True
bCKDD6gGb8dKzNdprDzff	Boots to the Boards					2				Revered, Equipment, Legs		Temper						"When this defends, pay up to {r}{r}{r}. Create that many Toughness tokens.

**Temper**"	Revered Equipment - Legs	False	True	True	False	True
6JztkHqwkFCGJgfBwKgq8	Booze!	Blue	3	0		3				Reviled, Action, Aura		Go again, The Crowd Boos						"**Go again**

When this enters or leaves the arena, **the crowd boos** you.

At the start of your turn, destroy this."	Reviled Action - Aura	False	True	True	True	True
tJftFH7gQMpj7cQtCdQ76	Boulder Drop	Red	1	3	7	3				Guardian, Action, Attack		Crush						**Crush** - When this deals 4 or more damage to a hero, they put a card from their hand on top of their deck.	Guardian Action - Attack	False	True	True	False	True
jLqRGt6GqBn9NbHrzbKKm	Boulder Drop	Yellow	2	3	6	3				Guardian, Action, Attack		Crush						**Crush** - When this deals 4 or more damage to a hero, they put a card from their hand on top of their deck.	Guardian Action - Attack	False	True	True	False	True
wwKjnd7RF7HJwWCLkN78L	Boulder Drop	Blue	3	3	5	3				Guardian, Action, Attack		Crush						**Crush** - When this deals 4 or more damage to a hero, they put a card from their hand on top of their deck.	Guardian Action - Attack	False	True	True	False	True
9T6MpdKGz7bnbQpJrNQjq	Boulder Trap	Yellow	2	0		3				Ranger, Defense Reaction, Trap								When this defends an attack with {p} greater than its base, put a -1{d} counter on an equipment the attacking hero controls.	Ranger Defense Reaction - Trap	False	True	True	False	True
8G8jtfKGtQDzMtTd6gFL7	Bounding Demigon	Red	1	0	3	3				Shadow, Runeblade, Action, Attack		Blood Debt						"If you have played a 'non-attack' action card this turn, you may play Bounding Demigon from your banished zone. If you do, it gains +1{p}.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
PRtnhQ68CgRRFJpwkpKbR	Bounding Demigon	Yellow	2	0	2	3				Shadow, Runeblade, Action, Attack		Blood Debt						"If you have played a 'non-attack' action card this turn, you may play Bounding Demigon from your banished zone. If you do, it gains +1{p}.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
FJLJfPT9G9rjCCqjGNnrm	Bounding Demigon	Blue	3	0	1	3				Shadow, Runeblade, Action, Attack		Blood Debt						"If you have played a 'non-attack' action card this turn, you may play Bounding Demigon from your banished zone. If you do, it gains +1{p}.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
c9BtftttMG7WNrKgnfJFt	Bracers of Belief					0				Generic, Equipment, Arms			Action	Go again				**Action** - Destroy Bracers of Belief: Reveal the top card of your deck. If you do, the next attack action card you play this turn, gains +X{p}, where X is 3 minus the pitch value of the card revealed this way. **Go again**	Generic Equipment - Arms	False	True	True	True	True
Kkh8t7dFfWtf7WBRJWNNJ	Bracers of Bellona's Grace					2				Light, Warrior, Equipment, Arms		Charge, Blade Break						"When this defends, you may **charge** your hero's soul. If a yellow card is **charged** this way, create a Courage token.

**Blade Break**"	Light Warrior Equipment - Arms	False	True	True	False	True
ddWqPQBnFfqdkkMh87RKw	Bracken Rap	Red	1	3	6	3				Elemental, Guardian, Action, Attack		Earth Bond						**Earth Bond** - When this attacks, if an Earth card was pitched to play this, create a Might token.	Elemental Guardian Action - Attack	False	True	True	True	True
K9ftdbtRngmNQMLwpWh9d	Bracken Rap	Yellow	2	3	5	3				Elemental, Guardian, Action, Attack		Earth Bond						**Earth Bond** - When this attacks, if an Earth card was pitched to play this, create a Might token.	Elemental Guardian Action - Attack	False	True	True	True	True
rJjFGmMcKmWCPdkdtmQLN	Brain Freeze	Red	1	0		3				Elemental, Wizard, Action		Ice Fusion						"**Ice Fusion**

Target opponent reveals their hand. If Brain Freeze was **fused**, put an action card with cost 2 or less from their hand on top of their deck."	Elemental Wizard Action	False	True	True	True	True
CrPNmfmJ97gdcPcBtfHzR	Brain Freeze	Yellow	2	0		3				Elemental, Wizard, Action		Ice Fusion						"**Ice Fusion**

Target opponent reveals their hand. If Brain Freeze was **fused**, put an action card with cost 1 or less from their hand on top of their deck."	Elemental Wizard Action	False	True	True	True	True
LKBWf8BKhgmwngPm7WWtw	Brain Freeze	Blue	3	0		3				Elemental, Wizard, Action		Ice Fusion						"**Ice Fusion**

Target opponent reveals their hand. If Brain Freeze was **fused**, put an action card with cost 0 from their hand on top of their deck."	Elemental Wizard Action	False	True	True	True	True
FhmDr7MmkjB9rnmnqdbTd	Brainstorm	Blue	3	3					1	Wizard, Instant								"Until end of turn, your hero gains ""Whenever you draw a card this action phase, deal 1 arcane damage to any target""."	Wizard Instant	False	True	True	False	True
DfBdWpFwfWFWcPLMwjG68	Bramble Spark	Red	1	0		2			1	Elemental, Runeblade, Action		Earth Fusion, Go again						"**Earth Fusion**

The next attack action card you play this turn gains ""When you attack with this, deal 1 arcane damage to target hero.""

If Bramble Spark was **fused**, the next attack action card you play this turn gains +3{p}.

**Go again**"	Elemental Runeblade Action	False	True	True	True	True
zgdPgqpCdGFqgFwjm6JW8	Bramble Spark	Yellow	2	0		2			1	Elemental, Runeblade, Action		Earth Fusion, Go again						"**Earth Fusion**

The next attack action card you play this turn gains ""When you attack with this, deal 1 arcane damage to target hero.""

If Bramble Spark was **fused**, the next attack action card you play this turn gains +2{p}.

**Go again**"	Elemental Runeblade Action	False	True	True	True	True
DJr7kwTDTm8MrPrBWn69D	Bramble Spark	Blue	3	0		2			1	Elemental, Runeblade, Action		Earth Fusion, Go again						"**Earth Fusion**

The next attack action card you play this turn gains ""When you attack with this, deal 1 arcane damage to target hero.""

If Bramble Spark was **fused**, the next attack action card you play this turn gains +1{p}.

**Go again**"	Elemental Runeblade Action	False	True	True	True	True
fGcBKBjTG9KFzbCmwNLhW	Brand with Cinderclaw	Red	1	0	3	2				Draconic, Ninja, Action, Attack		Go again						"Your next attack this combat chain is Draconic in addition to its other card types.

**Go again**"	Draconic Ninja Action - Attack	False	True	True	True	True
FPphz9BckqMrmkrpLTN79	Brand with Cinderclaw	Yellow	2	0	2	2				Draconic, Ninja, Action, Attack		Go again						"Your next attack this combat chain is Draconic in addition to its other card types.

**Go again**"	Draconic Ninja Action - Attack	False	True	True	True	True
KpmrMGn8pRtQnBbdCznbf	Brand with Cinderclaw	Blue	3	0	1	2				Draconic, Ninja, Action, Attack		Go again						"Your next attack this combat chain is Draconic in addition to its other card types.

**Go again**"	Draconic Ninja Action - Attack	False	True	True	True	True
CDLTkCC8RTrwFgLqPjWHc	Brandish	Red	1	1	3	2				Generic, Action, Attack		Go again						"If Brandish hits, your next weapon attack this turn gains +1{p}.

**Go again**"	Generic Action - Attack	False	True	True	True	True
QjLfPrBc8Rn76HhBcNbhj	Brandish	Yellow	2	1	2	2				Generic, Action, Attack		Go again						"If Brandish hits, your next weapon attack this turn gains +1{p}.

**Go again**"	Generic Action - Attack	False	True	True	True	True
nkzJhG8dqtwdMBBMFM8Mt	Brandish	Blue	3	1	1	2				Generic, Action, Attack		Go again						"If Brandish hits, your next weapon attack this turn gains +1{p}.

**Go again**"	Generic Action - Attack	False	True	True	True	True
GJBb8BW9zTQ8CkGbzFqmN	Braveforge Bracers					2				Warrior, Equipment, Arms		Battleworn	Once per Turn Action					"**Once per turn Action** - {r}: Your next weapon attack this turn gains +1{p}. Activate this ability only if a weapon you control has hit this turn. **Go again**

**Battleworn**"	Warrior Equipment - Arms	False	True	True	False	True
tzTbzLkLhDzmW9QMJr9KF	Bravo						20	4		Guardian, Hero, Young			Action	Go again	Dominate			**Action** - {r}{r}: Until end of turn, your attack action cards with cost 3 or more get **dominate**. **Go again**	Guardian Hero - Young	False	True	False	True	False
DbqGjQMfWLNCfd7qGqGht	Bravo, Flattering Showman						20	4		Guardian, Hero, Young		Go again	Action	Go again	Dominate		Crush	**Action** - {r}{r}, {t}: Turn a face-down card in your arsenal face-up. If it has crush, it gets +2{p} and **dominate** this turn. **Go again**	Guardian Hero - Young	False	True	False	True	False
NtLDgPBR7HqDqhDzJMHmk	Bravo, Showstopper						40	4		Guardian, Hero			Action	Go again	Dominate			**Action** - {r}{r}: Until end of turn, your attack action cards with cost 3 or greater gains **dominate**. **Go again**	Guardian Hero	False	False	True	False	True
PFJnMWQNfr6jMMzJhjB9H	Bravo, Star of the Show						40	4		Elemental, Guardian, Hero		Essence of Earth, Ice, and Lightning			Dominate, Go again			"**Essence of Earth, Ice, and Lightning**

At the start of your turn, you may reveal an Earth, an Ice, and a Lightning card from your hand. If you do, the next attack action card with cost 3 or greater you play this turn gains +2{p}, **dominate**, and **go again**."	Elemental Guardian Hero	False	False	True	False	True
GgpnHWbh8m96MdHdCRmnW	Break Ground	Red	1	3	7	2				Earth, Action, Attack								When you attack with Break Ground, you may put a card from your arsenal on the bottom of your deck. If you do, draw a card.	Earth Action - Attack	False	True	True	True	True
bmLJpC7grdNJm9cdfhTTc	Break Ground	Yellow	2	3	6	2				Earth, Action, Attack								When you attack with Break Ground, you may put a card from your arsenal on the bottom of your deck. If you do, draw a card.	Earth Action - Attack	False	True	True	True	True
FTnCF8qDgpz9T9LDbpbf8	Break Ground	Blue	3	3	5	2				Earth, Action, Attack								When you attack with Break Ground, you may put a card from your arsenal on the bottom of your deck. If you do, draw a card.	Earth Action - Attack	False	True	True	True	True
jwWWMBhk9KQdTDBgCLKKj	Break Open the Chests!	Yellow	2	1		3				Pirate, Action		Go again						"Turn all cards in all arsenals face-up. Then if there's a face-up yellow card in any arsenal, create 2 Gold tokens.

**Go again**"	Pirate Action	False	True	True	False	True
GLqfqt8qLhgfwrM6rWckN	Break Stature	Yellow	2	5	8	3				Guardian, Action, Attack		Crush						**Crush** - When this deals 4 or more damage to a hero, destroy an aura token they control. They can't create auras with that token's name until the end of their next turn.	Guardian Action - Attack	False	True	True	False	True
wgLPnnJb8QW7WH6zRFbNr	Break Tide	Yellow	2	0	2	3				Ninja, Action, Attack		Combo, Dominate						"**Combo** - If Rushing River or Flood of Force was the last attack this combat chain, Break Tide gains +3{p}, **dominate**, and ""If Break Tide hits, banish the top card of your deck. Until the end of your next turn, you may play it."""	Ninja Action - Attack	False	True	True	False	True
jWrgGqDQrJcHQ8PF7htmc	Break of Dawn	Red	1	0						Light, Instant								The next time a Shadow source would deal damage this turn, prevent 4 of that damage.	Light Instant	False	True	True	True	True
L9ckNFnGCDh9tQtCg8rm6	Break of Dawn	Yellow	2	0						Light, Instant								The next time a Shadow source would deal damage this turn, prevent 3 of that damage.	Light Instant	False	True	True	True	True
GGH7Jb9gBH68rFcMCWWcd	Break of Dawn	Blue	3	0						Light, Instant								The next time a Shadow source would deal damage this turn, prevent 2 of that damage.	Light Instant	False	True	True	True	True
MHDhBfch9wDpjrhrR6R7d	Breaker Helm Protos					1				Mechanologist, Equipment, Base, Head		Temper						"When this defends, you may discard a Hyper Driver. If you do, draw a card and this gets +1{d} until end of turn.

**Temper**"	Mechanologist Equipment - Base Head	False	True	True	False	True
qT78mFRmt9KQfQdGwfnJD	Breaking Point	Red	1	1	5	3				Draconic, Action, Attack		Rupture						"**Rupture** - If Breaking Point is played as chain link 4 or higher, it has ""When this hits a hero, destroy all cards in their arsenal."""	Draconic Action - Attack	False	True	True	True	True
6dMC789mNcrmnMPWGMdhb	Breaking Scales					1				Ninja, Equipment, Arms		Battleworn	Attack Reaction				Combo	"**Attack Reaction** - Destroy Breaking Scales: Target attack action card with **combo** gains +1{p}.

**Battleworn**"	Ninja Equipment - Arms	False	True	True	True	True
h9W6rrHqhh8p7bzH7tKmH	Breakneck Battery	Red	1	2	6	3				Brute, Action, Attack		Go again						"As an additional cost to play Breakneck Battery, discard a random card.

If the discarded card has 6 or more {p}, Breakneck Battery gains **go again**."	Brute Action - Attack	False	True	True	False	True
jk9DMwtQDGFNpG7CBghpw	Breakneck Battery	Yellow	2	2	5	3				Brute, Action, Attack		Go again						"As an additional cost to play Breakneck Battery, discard a random card.

If the discarded card has 6 or more {p}, Breakneck Battery gains **go again**."	Brute Action - Attack	False	True	True	False	True
NDtf9QNdnRFLkjncQDRgM	Breakneck Battery	Blue	3	2	4	3				Brute, Action, Attack		Go again						"As an additional cost to play Breakneck Battery, discard a random card.

If the discarded card has 6 or more {p}, Breakneck Battery gains **go again**."	Brute Action - Attack	False	True	True	False	True
J8LhcKQG9z8mnTm6bMnFp	Breakwater Undertow					1				Pirate, Necromancer, Equipment, Legs		Blade Break	Attack Reaction		Go again			"**Attack Reaction** - Destroy this: Target Pirate ally attack gets **go again**. When the combat chain closes, destroy the ally.

**Blade Break**"	Pirate Necromancer Equipment - Legs	False	True	True	False	True
H6WLbh6cgMkhmdqLhQWrJ	Breed Anger	Red	1	1	4	3				Ninja, Action, Attack		Combo, Go again						**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.	Ninja Action - Attack	False	True	True	True	True
Bhzf7NDc9qBcP86RzJjmK	Breed Anger	Yellow	2	1	3	3				Ninja, Action, Attack		Combo, Go again						**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.	Ninja Action - Attack	False	True	True	True	True
mbtPRkBfzdTWWGGDFGmPB	Breed Anger	Blue	3	1	2	3				Ninja, Action, Attack		Combo, Go again						**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.	Ninja Action - Attack	False	True	True	True	True
LQFQqtHDnRNhPQ6GP8z9j	Breeze Rider Boots					1				Ninja, Equipment, Legs		Battleworn			Go again		Combo	"When a Ninja attack action card you control hits, you may destroy Breeze Rider Boots. If you do, attack action cards with **combo** gain **go again** this turn.

**Battleworn**"	Ninja Equipment - Legs	False	True	True	False	True
jBtHRMcRntDhhGzKtzKFB	Brevant, Civic Protector						20	4		Guardian, Hero, Young							Protect	"You may have any number of Chivalry in your deck.

Whenever you **protect** another hero, create a Might token."	Guardian Hero - Young	False	True	False	False	False
7TjkgnbJ8tghfrkMRnTfW	Briar						20	4		Elemental, Runeblade, Hero, Young		Essence of Earth and Lightning						"**Essence of Earth and Lightning**

The first time an attack action card you control deals damage to an opposing hero, create an Embodiment of Earth token.

Whenever you play your second 'non-attack' action card each turn, create an Embodiment of Lightning token."	Elemental Runeblade Hero - Young	False	True	False	True	False
cjDzkKdjNrGqL9tnDc7zd	Briar, Warden of Thorns						40	4		Elemental, Runeblade, Hero		Essence of Earth and Lightning						"**Essence of Earth and Lightning**

The first time an attack action card you control deals damage to an opposing hero, create an Embodiment of Earth token.

Whenever you play your second 'non-attack' action card each turn, create an Embodiment of Lightning token."	Elemental Runeblade Hero	False	False	True	False	True
nhf89Hr9rJkp9qDjDCCpt	Brothers in Arms	Red	1	2	6	2				Generic, Action, Attack								When this defends, you may pay {r}. If you do, it gets +2{d}.	Generic Action - Attack	False	True	True	True	True
B7BNkF6nJChrRQ6kpWKPw	Brothers in Arms	Yellow	2	2	5	2				Generic, Action, Attack								When this defends, you may pay {r}. If you do, it gets +2{d}.	Generic Action - Attack	False	True	True	True	True
TtJpTpjBbDpPhFb7bzLwD	Brothers in Arms	Blue	3	2	4	2				Generic, Action, Attack								When this defends, you may pay {r}. If you do, it gets +2{d}.	Generic Action - Attack	False	True	True	True	True
tkHRmr67MT8GCPJBHMwBH	Brothers of Flame	Red	1	1		3				Draconic, Warrior, Attack Reaction								"Play this only if you control 2 or more Draconic chain links.

Target dagger attack gets +4{p}."	Draconic Warrior Attack Reaction	False	True	True	True	True
